,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2305,6,0,764652,13,0,2,3,15,2,2,5,3,3,11,2,3,6002,1342414,12574,1,8
2329,6,0,236071,19,0,2,3,15,2,2,5,2,3,11,2,3,3790,1404330,18847,1,7
1241,2,1,378806,21,0,2,3,16,4,4,1,2,2,10,4,2,4920,1249323,7633,1,8
988,7,1,148617,10,1,1,2,14,4,2,1,2,2,10,2,2,11695,1303122,10864,1,8
2039,5,2,330398,18,0,1,2,13,4,2,1,3,2,13,2,2,9983,1128316,11291,1,7
1499,3,4,504675,23,0,3,4,17,4,2,1,1,0,12,4,3,12434,460106,16860,1,8
1339,7,4,194326,15,0,3,4,16,4,4,1,2,0,10,4,1,5052,583001,14107,1,6
447,3,4,709323,17,0,1,2,9,6,2,1,1,1,10,7,2,11517,1227334,15543,1,7
931,7,1,565390,13,0,1,2,14,4,2,1,3,3,10,2,3,8676,974566,8154,1,6
900,7,1,676880,10,1,1,2,14,4,2,1,1,3,10,2,3,12195,1102472,11614,1,8
2082,5,2,174386,20,1,1,2,13,4,2,1,2,2,13,2,2,11394,882547,12400,1,8
1048,1,0,211492,19,1,2,3,15,2,2,5,2,2,10,2,3,8131,1333869,11617,1,8
2118,7,1,237058,17,1,1,2,14,4,2,1,3,2,10,2,3,12088,1183165,19493,1,8
200,2,1,456764,11,1,1,2,7,6,2,2,2,1,11,0,2,9999,1334324,12142,1,7
152,6,3,151474,22,1,1,2,6,2,2,1,3,1,10,0,1,12430,753494,9126,1,7
2138,7,1,157857,21,1,1,2,14,4,2,1,3,2,10,2,3,11561,439778,15451,1,9
419,3,4,408061,21,0,1,2,9,6,2,1,3,1,10,7,2,11849,1286920,8263,1,7
44,1,3,565418,22,1,1,2,5,2,2,1,1,1,10,0,1,10723,1179235,9137,1,6
2315,6,0,182906,22,0,2,3,15,2,2,5,3,3,11,2,2,9137,759666,19189,1,8
2026,5,2,418285,21,1,1,2,13,4,2,1,2,2,13,2,3,6786,1132938,9232,1,9
1726,7,2,620450,21,1,4,5,18,3,2,1,3,3,13,2,2,7934,1238667,12933,1,8
239,2,1,556683,22,0,1,2,7,6,2,2,3,1,11,0,3,11641,892015,9680,1,9
603,4,2,351879,21,0,1,2,11,5,3,3,3,1,10,7,1,10727,559009,11302,1,9
898,5,2,248606,17,1,1,2,13,4,2,1,2,3,13,2,2,8866,992820,11253,1,8
4,1,3,292728,14,1,1,2,5,2,2,1,2,1,10,0,3,5628,774695,11209,1,8
676,4,2,783755,24,1,1,2,11,5,3,3,3,1,10,7,1,4428,511901,8057,1,7
518,6,1,134898,20,1,1,2,10,2,3,1,2,1,12,7,3,6960,1358631,19223,1,8
369,7,4,280014,21,0,1,2,8,6,2,2,3,1,10,7,3,3665,1216655,9779,1,8
1335,7,4,326762,23,0,3,4,16,4,4,1,1,0,10,4,3,10236,539185,17181,1,8
2345,6,0,339461,15,0,2,3,15,2,2,5,2,3,11,2,1,10895,1388015,15256,1,7
1482,3,4,581831,18,1,3,4,17,4,2,1,3,0,12,4,2,9391,1117820,16943,1,6
1065,1,0,632362,12,0,2,3,15,2,2,5,3,2,10,2,3,4861,838346,8584,1,9
1304,7,4,571653,10,1,3,4,16,4,4,1,1,0,10,4,1,12328,744368,19484,1,8
2191,7,1,370497,14,0,1,2,14,4,2,1,1,2,10,2,1,6044,832407,13343,1,6
798,6,2,775128,14,1,1,2,12,4,2,3,2,0,10,2,1,4109,588205,8363,1,9
1356,7,4,636325,10,1,3,4,16,4,4,1,1,0,10,4,3,9704,573444,16670,1,7
714,6,2,342691,17,1,1,2,12,4,2,3,3,1,10,2,1,9987,1348551,19118,1,9
2138,7,1,157857,21,1,1,2,14,4,2,1,3,2,10,2,3,11561,439778,15451,1,9
1923,7,0,759439,20,0,5,6,19,6,5,4,3,1,10,5,3,3585,693719,17730,1,7
118,6,3,594021,16,1,1,2,6,2,2,1,1,1,10,0,1,3886,1072056,9714,1,8
2183,7,1,203203,23,0,1,2,14,4,2,1,1,2,10,2,2,12105,593452,18265,1,7
1050,1,0,605904,21,1,2,3,15,2,2,5,2,2,10,2,1,5757,779935,12324,1,9
1596,6,1,378448,18,1,4,5,17,3,2,1,3,0,10,4,3,4359,1128574,17269,1,6
931,7,1,565390,13,0,1,2,14,4,2,1,3,3,10,2,3,8676,974566,8154,1,6
543,6,1,391288,23,0,1,2,10,2,3,1,2,1,12,7,1,9688,599392,18062,1,6
112,6,3,469773,17,1,1,2,6,2,2,1,1,1,10,0,3,11309,1014152,17727,1,8
1333,7,4,194735,15,0,3,4,16,4,4,1,2,0,10,4,2,10786,1220494,10810,1,9
1018,1,0,663937,14,1,2,3,15,2,2,5,2,2,10,2,1,6886,1009510,15038,1,7
742,6,2,525276,17,1,1,2,12,4,2,3,3,1,10,2,1,6044,991818,13501,1,7
1883,5,0,465188,14,0,5,6,19,5,2,4,2,3,10,3,1,8235,742590,17411,1,6
108,6,3,115453,12,1,1,2,6,2,2,1,3,1,10,0,2,9685,1064534,11251,1,8
1269,2,1,318438,21,0,3,4,16,4,4,1,1,0,10,4,2,5922,1077122,12834,1,8
497,3,4,688952,22,0,1,2,9,6,2,1,3,1,10,7,3,10517,478604,15228,1,9
118,6,3,594021,16,1,1,2,6,2,2,1,1,1,10,0,1,3886,1072056,9714,1,8
1196,6,0,795360,11,1,2,3,15,2,2,5,1,2,11,4,1,6312,1436984,9430,1,6
925,7,1,246977,19,0,1,2,14,4,2,1,1,3,10,2,1,4458,1126614,12035,1,7
1273,2,1,128685,19,0,3,4,16,4,4,1,3,0,10,4,2,12096,667100,10966,1,8
1437,3,4,125443,18,0,3,4,17,4,2,1,2,0,12,4,1,8763,1373236,9257,1,6
504,6,1,397702,11,1,1,2,10,2,3,1,2,1,12,7,2,10907,1085580,19465,1,9
1304,7,4,571653,10,1,3,4,16,4,4,1,1,0,10,4,1,12328,744368,19484,1,8
2296,1,0,220819,20,1,2,3,15,2,2,5,1,3,10,2,1,10588,816561,14700,1,7
118,6,3,594021,16,1,1,2,6,2,2,1,1,1,10,0,1,3886,1072056,9714,1,8
118,6,3,594021,16,1,1,2,6,2,2,1,1,1,10,0,1,3886,1072056,9714,1,8
1147,6,0,794062,18,0,2,3,15,2,2,5,3,2,11,2,2,7553,796169,19088,1,8
1052,1,0,772882,12,1,2,3,15,2,2,5,3,2,10,2,2,12481,523259,13748,1,6
898,5,2,248606,17,1,1,2,13,4,2,1,2,3,13,2,2,8866,992820,11253,1,8
608,4,2,693519,13,1,1,2,11,5,3,3,2,1,10,7,2,4556,1215403,7611,1,9
1388,7,4,449075,18,1,3,4,16,4,4,1,3,0,10,4,1,9005,1413315,18905,1,6
712,6,2,764190,14,1,1,2,12,4,2,3,3,1,10,2,1,9009,1156049,17459,1,9
378,7,4,554515,23,1,1,2,8,6,2,2,2,1,10,7,2,10132,806454,11508,1,7
1459,3,4,648652,16,0,3,4,17,4,2,1,1,0,12,4,1,10303,1200981,7843,1,9
2305,6,0,764652,13,0,2,3,15,2,2,5,3,3,11,2,3,6002,1342414,12574,1,8
2305,6,0,764652,13,0,2,3,15,2,2,5,3,3,11,2,3,6002,1342414,12574,1,8
1492,3,4,742765,24,1,3,4,17,4,2,1,1,0,12,4,1,10207,1278579,19480,1,6
2246,1,0,413562,22,1,2,3,15,2,2,5,3,3,10,2,3,9374,549051,15738,1,6
1425,3,4,296959,21,0,3,4,17,4,2,1,3,0,12,4,3,4761,583186,16058,1,7
714,6,2,342691,17,1,1,2,12,4,2,3,3,1,10,2,1,9987,1348551,19118,1,9
1480,3,4,413782,24,1,3,4,17,4,2,1,2,0,12,4,2,8320,912070,14761,1,8
791,6,2,596721,16,0,1,2,12,4,2,3,1,0,10,2,2,5148,461466,11922,1,9
1740,7,2,569005,16,1,4,5,18,3,2,1,3,3,13,2,3,5153,1030455,14409,1,7
10,1,3,238090,22,1,1,2,5,2,2,1,2,1,10,0,3,5109,629295,11335,1,8
567,6,1,101773,18,0,1,2,10,2,3,1,2,1,12,7,2,10562,697555,8745,1,9
2246,1,0,413562,22,1,2,3,15,2,2,5,3,3,10,2,3,9374,549051,15738,1,6
94,1,3,452995,18,1,1,2,5,2,2,1,2,1,10,0,2,3688,840438,16100,1,6
2177,7,1,189173,20,0,1,2,14,4,2,1,2,0,10,2,1,4683,1407443,17248,1,9
1754,7,2,165024,21,1,5,6,18,3,2,1,3,3,13,2,3,6821,1026349,18478,1,6
1595,6,1,341555,13,0,4,5,17,3,2,1,2,0,10,4,3,8390,852418,16867,1,9
1492,3,4,742765,24,1,3,4,17,4,2,1,1,0,12,4,1,10207,1278579,19480,1,6
1812,5,0,599579,12,1,5,6,19,5,2,4,3,3,10,3,1,6641,991514,14859,1,6
2220,1,0,292949,13,1,2,3,15,2,2,5,2,3,10,2,2,8169,1206559,15224,1,9
320,7,4,652190,22,1,1,2,8,6,2,2,2,1,10,0,3,5503,711347,16062,1,9
1480,3,4,413782,24,1,3,4,17,4,2,1,2,0,12,4,2,8320,912070,14761,1,8
1042,1,0,380328,20,1,2,3,15,2,2,5,2,2,10,2,3,11172,1300179,8943,1,8
2145,7,1,408529,11,0,1,2,14,4,2,1,2,2,10,2,3,8141,802790,14793,1,6
1168,6,0,145795,18,1,2,3,15,2,2,5,1,2,11,2,1,8438,990945,19170,1,7
925,7,1,246977,19,0,1,2,14,4,2,1,1,3,10,2,1,4458,1126614,12035,1,7
2150,7,1,640280,11,1,1,2,14,4,2,1,3,2,10,2,2,5618,1355500,7913,1,8
151,6,3,241807,14,0,1,2,6,2,2,1,1,1,10,0,2,6134,849370,7725,1,6
489,3,4,577256,18,0,1,2,9,6,2,1,2,1,10,7,1,5198,900080,17118,1,8
950,7,1,766599,14,1,1,2,14,4,2,1,2,3,10,2,1,8356,706051,12336,1,6
36,1,3,540688,18,1,1,2,5,2,2,1,1,1,10,0,2,10565,757268,17968,1,7
1487,3,4,555270,15,0,3,4,17,4,2,1,3,0,12,4,3,10373,483607,14668,1,6
919,7,1,252061,19,0,1,2,14,4,2,1,2,3,10,2,1,6302,1274066,15165,1,8
1853,5,0,384163,11,0,5,6,19,5,2,4,2,3,10,3,3,6492,629335,12912,1,8
1495,3,4,160577,15,0,3,4,17,4,2,1,1,0,12,4,2,8474,1315231,9303,1,8
1328,7,4,333565,16,1,3,4,16,4,4,1,1,0,10,4,2,5389,788939,19070,1,9
1943,7,0,771554,12,0,5,6,19,6,5,4,1,1,10,6,3,9566,548085,7866,1,7
1705,7,2,233222,15,0,4,5,18,3,2,1,2,3,13,0,1,6732,1200672,8464,1,6
1889,5,0,473380,20,0,5,6,19,5,2,4,2,3,10,3,1,5200,1319330,19806,1,8
950,7,1,766599,14,1,1,2,14,4,2,1,2,3,10,2,1,8356,706051,12336,1,6
925,7,1,246977,19,0,1,2,14,4,2,1,1,3,10,2,1,4458,1126614,12035,1,7
1686,4,2,210602,24,1,4,5,18,3,2,1,2,3,10,0,3,11547,1077130,16060,1,7
2311,6,0,126756,21,0,2,3,15,2,2,5,3,3,11,2,3,9932,1315823,11246,1,7
1386,7,4,487994,14,1,3,4,16,4,4,1,3,0,10,4,2,7881,1280516,13721,1,9
916,7,1,446992,21,1,1,2,14,4,2,1,1,3,10,2,2,11225,956323,12646,1,9
108,6,3,115453,12,1,1,2,6,2,2,1,3,1,10,0,2,9685,1064534,11251,1,8
1118,6,0,679262,21,1,2,3,15,2,2,5,2,2,11,2,2,4126,787849,15837,1,9
802,5,2,151652,10,1,1,2,13,4,2,1,2,0,13,2,2,6999,899895,11954,1,8
2000,5,2,152802,16,1,1,2,13,4,2,1,1,2,13,2,1,10578,438998,8370,1,7
986,7,1,361906,14,1,1,2,14,4,2,1,2,2,10,2,2,10955,1100630,15200,1,8
1319,7,4,189774,22,0,3,4,16,4,4,1,1,0,10,4,3,10468,649569,17657,1,7
793,6,2,155541,12,0,1,2,12,4,2,3,1,0,10,2,2,8157,651013,10024,1,8
36,1,3,540688,18,1,1,2,5,2,2,1,1,1,10,0,2,10565,757268,17968,1,7
2145,7,1,408529,11,0,1,2,14,4,2,1,2,2,10,2,3,8141,802790,14793,1,6
1646,4,2,723816,18,1,4,5,18,3,2,1,3,3,10,0,2,6136,480866,17943,1,6
55,1,3,783763,10,0,1,2,5,2,2,1,2,1,10,0,2,6819,1122740,11934,1,9
1960,7,0,124485,23,1,5,6,19,6,5,4,3,1,10,8,3,10110,964199,16661,1,6
518,6,1,134898,20,1,1,2,10,2,3,1,2,1,12,7,3,6960,1358631,19223,1,8
865,5,2,538575,14,0,1,2,13,4,2,1,3,3,13,2,1,10899,1304858,11590,1,9
1224,2,1,741450,13,1,2,3,16,4,4,1,2,2,10,4,1,6431,466210,10732,1,8
1087,1,0,403778,22,0,2,3,15,2,2,5,3,2,10,2,2,11062,466136,7740,1,7
1135,6,0,581556,10,0,2,3,15,2,2,5,2,2,11,2,1,6482,937687,16753,1,6
934,7,1,278433,14,1,1,2,14,4,2,1,1,3,10,2,3,11038,522347,8499,1,8
1548,6,1,497175,12,1,4,5,17,3,2,1,3,0,10,4,3,10827,984431,13267,1,6
1901,7,0,768786,18,0,5,6,19,6,5,4,2,1,10,6,3,7968,1123028,15816,1,6
10,1,3,238090,22,1,1,2,5,2,2,1,2,1,10,0,3,5109,629295,11335,1,8
89,1,3,127205,15,0,1,2,5,2,2,1,3,1,10,0,1,8201,464657,13331,1,6
96,1,3,638121,17,1,1,2,5,2,2,1,3,1,10,0,2,11726,545646,7809,1,6
313,7,4,447255,23,0,1,2,8,6,2,2,2,1,10,0,2,5088,633593,8577,1,9
1896,5,0,386408,10,1,5,6,19,5,2,4,1,3,10,3,2,6377,1337629,15817,1,6
2300,6,0,555980,18,1,2,3,15,2,2,5,2,3,11,2,1,12434,754168,18893,1,9
2186,7,1,683025,14,1,1,2,14,4,2,1,2,2,10,2,3,10146,678095,19158,1,8
1993,7,0,535214,23,0,5,6,19,6,5,4,2,1,10,1,2,8752,1053941,17102,1,7
1771,7,2,790993,13,0,5,6,18,3,2,1,2,3,13,2,2,6664,1427112,10976,1,8
1135,6,0,581556,10,0,2,3,15,2,2,5,2,2,11,2,1,6482,937687,16753,1,6
2114,7,1,546305,15,1,1,2,14,4,2,1,2,2,10,2,1,4203,1053023,9003,1,8
419,3,4,408061,21,0,1,2,9,6,2,1,3,1,10,7,2,11849,1286920,8263,1,7
1622,4,2,135918,19,1,4,5,18,3,2,1,3,3,10,4,1,9887,804590,18850,1,7
2025,5,2,532388,17,0,1,2,13,4,2,1,1,2,13,2,1,4607,854792,19506,1,9
116,6,3,435307,18,1,1,2,6,2,2,1,1,1,10,0,3,12012,877950,11217,1,8
1088,1,0,446607,10,1,2,3,15,2,2,5,2,2,10,2,2,10309,880793,15135,1,9
646,4,2,662723,15,1,1,2,11,5,3,3,2,1,10,7,3,11249,1012934,12354,1,6
293,2,1,164209,22,0,1,2,7,6,2,2,1,1,11,0,1,7147,1273290,14980,1,8
561,6,1,491654,21,0,1,2,10,2,3,1,2,1,12,7,2,5091,1158476,18945,1,8
334,7,4,572185,18,1,1,2,8,6,2,2,3,1,10,0,3,11961,636079,15336,1,7
55,1,3,783763,10,0,1,2,5,2,2,1,2,1,10,0,2,6819,1122740,11934,1,9
1896,5,0,386408,10,1,5,6,19,5,2,4,1,3,10,3,2,6377,1337629,15817,1,6
2188,7,1,134509,13,1,1,2,14,4,2,1,1,2,10,2,2,7157,1362959,15657,1,6
1550,6,1,787101,10,1,4,5,17,3,2,1,3,0,10,4,2,10823,1080052,17834,1,9
1826,5,0,411718,18,1,5,6,19,5,2,4,1,3,10,3,3,4779,1361893,19814,1,7
46,1,3,238990,14,1,1,2,5,2,2,1,1,1,10,0,1,7616,657335,12506,1,6
1203,2,1,247887,11,0,2,3,16,4,4,1,3,2,10,4,1,7452,1008679,15889,1,8
334,7,4,572185,18,1,1,2,8,6,2,2,3,1,10,0,3,11961,636079,15336,1,7
1882,5,0,401643,18,1,5,6,19,5,2,4,3,3,10,3,3,5283,770693,16950,1,7
1568,6,1,265347,20,1,4,5,17,3,2,1,3,0,10,4,1,9022,1137519,9269,1,8
2083,5,2,717374,10,0,1,2,13,4,2,1,3,2,13,2,1,11187,1384624,17738,1,6
1038,1,0,683870,19,1,2,3,15,2,2,5,1,0,10,2,2,8198,1148867,16190,1,9
2300,6,0,555980,18,1,2,3,15,2,2,5,2,3,11,2,1,12434,754168,18893,1,9
2154,7,1,571243,12,1,1,2,14,4,2,1,3,2,10,2,2,6629,851913,16858,1,7
688,4,2,629996,24,1,1,2,11,5,3,3,2,1,10,2,3,12245,462597,17591,1,8
689,4,2,194781,11,0,1,2,11,5,3,3,1,1,10,2,3,5737,1060182,16555,1,9
2145,7,1,408529,11,0,1,2,14,4,2,1,2,2,10,2,3,8141,802790,14793,1,6
1088,1,0,446607,10,1,2,3,15,2,2,5,2,2,10,2,2,10309,880793,15135,1,9
2034,5,2,512435,13,1,1,2,13,4,2,1,2,2,13,2,2,8194,1303397,19887,1,6
841,5,2,402613,21,0,1,2,13,4,2,1,2,3,13,2,1,5963,1059808,13391,1,8
2188,7,1,134509,13,1,1,2,14,4,2,1,1,2,10,2,2,7157,1362959,15657,1,6
231,2,1,142077,18,0,1,2,7,6,2,2,1,1,11,0,3,11193,714485,9630,1,8
1771,7,2,790993,13,0,5,6,18,3,2,1,2,3,13,2,2,6664,1427112,10976,1,8
1235,2,1,648944,11,0,2,3,16,4,4,1,3,2,10,4,3,10940,454085,7523,1,9
2130,7,1,705500,11,1,1,2,14,4,2,1,1,2,10,2,2,10379,947856,11160,1,6
69,1,3,239044,22,0,1,2,5,2,2,1,3,1,10,0,2,8092,1089965,11775,1,9
2268,1,0,283812,16,1,2,3,15,2,2,5,1,3,10,2,3,10209,970796,16013,1,9
810,5,2,796004,18,1,1,2,13,4,2,1,2,0,13,2,3,12383,1004409,18467,1,9
1568,6,1,265347,20,1,4,5,17,3,2,1,3,0,10,4,1,9022,1137519,9269,1,8
1437,3,4,125443,18,0,3,4,17,4,2,1,2,0,12,4,1,8763,1373236,9257,1,6
2181,7,1,320828,14,0,1,2,14,4,2,1,1,2,10,2,3,9369,1111711,18000,1,6
1533,6,1,335381,16,0,4,5,17,3,2,1,3,0,10,4,2,8778,929784,19164,1,8
2251,1,0,766039,24,0,2,3,15,2,2,5,3,3,10,2,1,6769,1264784,19511,1,7
2154,7,1,571243,12,1,1,2,14,4,2,1,3,2,10,2,2,6629,851913,16858,1,7
631,4,2,657630,11,0,1,2,11,5,3,3,2,1,10,7,3,8120,1250565,7595,1,6
837,5,2,223214,10,0,1,2,13,4,2,1,1,3,13,2,3,5528,1178257,13777,1,6
1889,5,0,473380,20,0,5,6,19,5,2,4,2,3,10,3,1,5200,1319330,19806,1,8
1097,1,0,537332,11,0,2,3,15,2,2,5,2,2,10,2,1,8960,1368440,9252,1,6
962,7,1,535010,24,1,1,2,14,4,2,1,2,3,10,2,3,4314,1111603,16112,1,9
2138,7,1,157857,21,1,1,2,14,4,2,1,3,2,10,2,3,11561,439778,15451,1,9
2075,5,2,619567,16,0,1,2,13,4,2,1,1,2,13,2,1,10377,1154415,13143,1,9
514,6,1,364202,23,1,1,2,10,2,3,1,2,1,12,7,2,6200,1193008,10085,1,9
1567,6,1,417295,14,0,4,5,17,3,2,1,2,0,10,4,2,12232,1129189,13544,1,8
1420,3,4,782887,14,1,3,4,17,4,2,1,1,0,12,4,1,8446,1340449,8292,1,8
1596,6,1,378448,18,1,4,5,17,3,2,1,3,0,10,4,3,4359,1128574,17269,1,6
247,2,1,759136,19,0,1,2,7,6,2,2,1,1,11,0,3,10590,877414,9296,1,8
284,2,1,455032,21,1,1,2,7,6,2,2,2,1,11,0,2,7746,1170480,18177,1,8
1099,1,0,439220,16,0,2,3,15,2,2,5,3,2,10,2,1,6458,752882,10377,1,7
1288,2,1,217984,24,1,3,4,16,4,4,1,2,0,10,4,2,12314,425664,7907,1,7
1395,7,4,698176,21,0,3,4,16,4,4,1,1,0,10,4,3,11105,1064970,8480,1,6
1499,3,4,504675,23,0,3,4,17,4,2,1,1,0,12,4,3,12434,460106,16860,1,8
2041,5,2,357639,12,0,1,2,13,4,2,1,2,2,13,2,3,11888,1330073,17821,1,9
704,6,2,649792,12,1,1,2,12,4,2,3,1,1,10,2,3,9999,1186048,10961,1,6
2199,7,1,750080,24,0,1,2,14,4,2,1,2,2,10,2,2,11075,788134,17113,1,9
19,1,3,175553,12,0,1,2,5,2,2,1,1,1,10,0,2,9972,1394542,8265,1,9
1196,6,0,795360,11,1,2,3,15,2,2,5,1,2,11,4,1,6312,1436984,9430,1,6
424,3,4,767928,15,1,1,2,9,6,2,1,3,1,10,7,1,7619,996417,16360,1,8
1748,7,2,608007,10,1,4,5,18,3,2,1,3,3,13,2,3,7088,547234,16054,1,9
1592,6,1,633296,18,1,4,5,17,3,2,1,2,0,10,4,3,9860,723987,19654,1,8
890,5,2,474939,22,1,1,2,13,4,2,1,3,3,13,2,2,5544,749954,15276,1,9
355,7,4,714993,17,0,1,2,8,6,2,2,3,1,10,0,1,9208,923353,17541,1,7
2224,1,0,265502,10,1,2,3,15,2,2,5,1,3,10,2,3,8828,1084717,17106,1,7
1646,4,2,723816,18,1,4,5,18,3,2,1,3,3,10,0,2,6136,480866,17943,1,6
151,6,3,241807,14,0,1,2,6,2,2,1,1,1,10,0,2,6134,849370,7725,1,6
1923,7,0,759439,20,0,5,6,19,6,5,4,3,1,10,5,3,3585,693719,17730,1,7
1241,2,1,378806,21,0,2,3,16,4,4,1,2,2,10,4,2,4920,1249323,7633,1,8
346,7,4,412386,18,1,1,2,8,6,2,2,1,1,10,0,3,6683,457607,19018,1,6
378,7,4,554515,23,1,1,2,8,6,2,2,2,1,10,7,2,10132,806454,11508,1,7
986,7,1,361906,14,1,1,2,14,4,2,1,2,2,10,2,2,10955,1100630,15200,1,8
2,1,3,294133,19,1,1,2,5,2,2,1,3,1,10,0,2,4919,540489,12613,1,8
926,7,1,190894,17,1,1,2,14,4,2,1,1,3,10,2,3,3729,894876,12418,1,7
510,6,1,200412,17,1,1,2,10,2,3,1,1,1,12,7,3,10941,463336,16753,1,6
426,3,4,375360,23,1,1,2,9,6,2,1,1,1,10,7,3,5037,1363352,11963,1,9
796,6,2,519789,21,1,1,2,12,4,2,3,2,0,10,2,2,12104,1088198,17202,1,7
704,6,2,649792,12,1,1,2,12,4,2,3,1,1,10,2,3,9999,1186048,10961,1,6
372,7,4,728481,24,1,1,2,8,6,2,2,3,1,10,7,3,5178,833352,17529,1,6
538,6,1,357244,18,1,1,2,10,2,3,1,1,1,12,7,1,5451,817005,8514,1,6
600,4,2,191980,19,1,1,2,11,5,3,3,2,1,10,7,2,4672,1084870,8833,1,8
442,3,4,157057,18,1,1,2,9,6,2,1,1,1,10,7,1,10532,887233,9444,1,7
1764,7,2,743792,24,1,5,6,18,3,2,1,2,3,13,2,3,8970,495105,18725,1,6
1209,2,1,504683,21,0,2,3,16,4,4,1,3,2,10,4,2,4209,1047498,19597,1,7
1270,2,1,766182,16,1,3,4,16,4,4,1,2,0,10,4,1,6979,435569,16292,1,8
16,1,3,165982,12,1,1,2,5,2,2,1,3,1,10,0,2,7593,786953,10878,1,7
286,2,1,153000,11,1,1,2,7,6,2,2,2,1,11,0,2,8365,1385007,8082,1,7
1486,3,4,248025,19,1,3,4,17,4,2,1,1,0,12,4,2,7207,1093078,12215,1,9
919,7,1,252061,19,0,1,2,14,4,2,1,2,3,10,2,1,6302,1274066,15165,1,8
1708,7,2,522745,12,1,4,5,18,3,2,1,3,3,13,0,3,4752,1391382,8156,1,9
2224,1,0,265502,10,1,2,3,15,2,2,5,1,3,10,2,3,8828,1084717,17106,1,7
1512,6,1,221390,24,1,4,5,17,3,2,1,2,0,10,4,2,11260,1225572,11768,1,8
1057,1,0,661328,14,0,2,3,15,2,2,5,1,2,10,2,2,12432,1098374,13184,1,6
1273,2,1,128685,19,0,3,4,16,4,4,1,3,0,10,4,2,12096,667100,10966,1,8
334,7,4,572185,18,1,1,2,8,6,2,2,3,1,10,0,3,11961,636079,15336,1,7
1273,2,1,128685,19,0,3,4,16,4,4,1,3,0,10,4,2,12096,667100,10966,1,8
460,3,4,637762,12,1,1,2,9,6,2,1,1,1,10,7,3,3956,894431,11549,1,6
1018,1,0,663937,14,1,2,3,15,2,2,5,2,2,10,2,1,6886,1009510,15038,1,7
1561,6,1,453801,19,0,4,5,17,3,2,1,2,0,10,4,3,4467,931807,14930,1,6
10,1,3,238090,22,1,1,2,5,2,2,1,2,1,10,0,3,5109,629295,11335,1,8
1896,5,0,386408,10,1,5,6,19,5,2,4,1,3,10,3,2,6377,1337629,15817,1,6
334,7,4,572185,18,1,1,2,8,6,2,2,3,1,10,0,3,11961,636079,15336,1,7
841,5,2,402613,21,0,1,2,13,4,2,1,2,3,13,2,1,5963,1059808,13391,1,8
1586,6,1,227228,22,1,4,5,17,3,2,1,1,0,10,4,2,5147,889050,10901,1,6
1260,2,1,204599,19,1,3,4,16,4,4,1,3,0,10,4,3,11783,1138519,17237,1,9
55,1,3,783763,10,0,1,2,5,2,2,1,2,1,10,0,2,6819,1122740,11934,1,9
1679,4,2,172983,10,0,4,5,18,3,2,1,2,3,10,0,2,9140,1276457,11668,1,6
2112,7,1,537295,24,1,1,2,14,4,2,1,2,2,10,2,3,12045,589175,14049,1,8
553,6,1,589622,18,0,1,2,10,2,3,1,3,1,12,7,1,12532,1169422,11899,1,9
31,1,3,637843,18,0,1,2,5,2,2,1,1,1,10,0,2,6552,815893,19938,1,9
20,1,3,196987,16,1,1,2,5,2,2,1,3,1,10,0,2,7328,954301,16258,1,8
348,7,4,538371,11,1,1,2,8,6,2,2,2,1,10,0,2,5684,758956,11282,1,7
2145,7,1,408529,11,0,1,2,14,4,2,1,2,2,10,2,3,8141,802790,14793,1,6
2183,7,1,203203,23,0,1,2,14,4,2,1,1,2,10,2,2,12105,593452,18265,1,7
1196,6,0,795360,11,1,2,3,15,2,2,5,1,2,11,4,1,6312,1436984,9430,1,6
988,7,1,148617,10,1,1,2,14,4,2,1,2,2,10,2,2,11695,1303122,10864,1,8
538,6,1,357244,18,1,1,2,10,2,3,1,1,1,12,7,1,5451,817005,8514,1,6
608,4,2,693519,13,1,1,2,11,5,3,3,2,1,10,7,2,4556,1215403,7611,1,9
2291,1,0,533354,20,0,2,3,15,2,2,5,3,3,10,2,1,5060,1322118,16500,1,9
1480,3,4,413782,24,1,3,4,17,4,2,1,2,0,12,4,2,8320,912070,14761,1,8
1235,2,1,648944,11,0,2,3,16,4,4,1,3,2,10,4,3,10940,454085,7523,1,9
1145,6,0,694935,14,0,2,3,15,2,2,5,3,2,11,2,2,5618,460373,18780,1,6
1229,2,1,166173,14,0,2,3,16,4,4,1,1,2,10,4,2,12213,1273635,13003,1,8
2212,1,0,295968,21,1,2,3,15,2,2,5,3,2,10,2,3,12510,524315,9501,1,6
1457,3,4,768380,24,0,3,4,17,4,2,1,2,0,12,4,1,6296,1013701,12038,1,6
1253,2,1,318674,16,0,3,4,16,4,4,1,3,2,10,4,1,6301,532190,13230,1,9
227,2,1,519429,22,0,1,2,7,6,2,2,1,1,11,0,2,6229,574141,15886,1,7
98,1,3,374369,15,1,1,2,5,2,2,1,2,1,10,0,3,10476,600309,10001,1,7
